restaurant_name,original_location,awards,top_tags,price_level,cuisines,vegan_options,gluten_free,open_days_per_week,avg_rating,total_reviews_count,excellent,food,service,atmosphere
Casa Oms,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Palafolls""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Dessert, Mediterranean, European",€€-€€€,"Mediterranean, European, Spanish",Y,Y,,4.0,279,4,4.5,4.0,4.0
Emporium Lounge Restaurant,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Montgat""]",,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, European",N,N,3.0,3.0,170,4,3.0,3.0,
El Mirall,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Montgat""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Fine Dining, Seafood, Mediterranean, Spanish",€€€€,"Mediterranean, Spanish, Seafood",N,N,6.0,4.5,148,1,4.5,4.5,4.0
Fonda Marina,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Montgat""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,6.0,4.0,302,6,4.0,4.0,3.5
Malamar Restaurant & Lounge,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Montgat""]",,"Mid-range, Mediterranean, Spanish",€€-€€€,"Mediterranean, Spanish",N,N,,3.0,181,6,3.5,3.0,4.0
Can Chimi,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Montgat""]","Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, European, Healthy",Y,N,6.0,4.0,120,0,4.5,4.5,4.0
Panoràmic,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Montgat""]",Certificate of Excellence 2016,"Mid-range, Mediterranean, Healthy",€€-€€€,"Mediterranean, Healthy",N,N,,3.5,297,1,3.5,3.0,4.5
Marisquería Can Fernando,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Montgat""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Seafood, Mediterranean, Spanish",€€-€€€,"Seafood, Mediterranean, Spanish",N,Y,7.0,4.5,136,79,4.5,4.5,
Can Colome,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""El Papiol""]",,"Mid-range, Steakhouse, Mediterranean, Barbecue",€€-€€€,"Mediterranean, Spanish, Steakhouse, Barbecue",N,N,6.0,3.5,130,26,4.0,4.0,3.5
4 Canyes,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""El Papiol""]","Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, European",N,N,6.0,4.0,123,3,4.0,4.0,4.5
Pizzeria Da Tulio,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Palleja""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014","Mid-range, Italian, Pizza, Mediterranean",€€-€€€,"Italian, Pizza, European, Mediterranean",N,N,4.0,4.5,184,2,5.0,4.5,4.5
El Garrofer,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Palleja""]","Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, Spanish",€€-€€€,"Spanish, Mediterranean",N,N,7.0,4.0,103,0,4.0,4.0,
Can Balasch de baix,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Torrelles de Llobregat""]",Certificate of Excellence 2019,"Mid-range, Mediterranean, Barbecue, Spanish",€€-€€€,"Mediterranean, Spanish, Barbecue",N,N,6.0,4.0,116,8,3.5,3.5,4.0
Petit Mirador,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Torrelles de Llobregat""]","Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"European, Spanish, Mediterranean",N,N,7.0,4.0,182,1,4.0,4.0,
Restaurante Món,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Bages"", ""Sant Fruitos de Bages""]",,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",Y,N,7.0,3.5,244,4,3.5,3.5,3.5
Can Ladis,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Bages"", ""Sant Fruitos de Bages""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, European",N,Y,5.0,4.5,182,7,4.5,4.5,4.0
Restaurant La Fonda,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Bages"", ""Sant Fruitos de Bages""]",Certificate of Excellence 2017,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, European",Y,Y,7.0,3.5,217,2,3.5,3.5,3.5
Restaurante L'Ó,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Bages"", ""Sant Fruitos de Bages""]","Travellers' Choice, Michelin 2021 for One Michelin Star: High quality cooking, worth a stop!, Michelin 2021 for Very comfortable restaurant","Fine Dining, Mediterranean, European, Spanish",€€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,4.0,5.0,254,14,4.5,4.5,4.5
Restaurant Casa L'agulla,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Bages"", ""Sant Fruitos de Bages""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Fine Dining, Spanish, Catalan, Vegetarian Friendly",€€€€,"Spanish, Catalan",Y,Y,6.0,4.5,155,6,4.5,4.5,5.0
L'Abadia Del Pont Vell,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Bages"", ""Sant Fruitos de Bages""]",Certificate of Excellence 2016,"Mid-range, Mediterranean, Spanish",€€-€€€,"Mediterranean, Spanish",N,N,,4.0,139,2,3.5,4.0,
Restaurante La Sala,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Bages"", ""Sallent""]","Certificate of Excellence 2019, Certificate of Excellence 2018","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, Catalan, European",Y,Y,7.0,4.0,130,2,4.5,4.0,
Ospi,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Bages"", ""Sallent""]","Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Comfortable restaurant","Mid-range, Mediterranean, Spanish",€€-€€€,"Mediterranean, Spanish",N,N,6.0,4.5,128,2,4.5,4.5,4.5
Cal Josetxo,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Bages"", ""Sallent""]","Certificate of Excellence 2019, Certificate of Excellence 2017","Mid-range, Steakhouse, Mediterranean, Spanish",€€-€€€,"Mediterranean, Spanish, Steakhouse",N,N,7.0,4.0,146,4,4.5,4.0,
Les Voltes de Sant Sebastia,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Moia""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, European",Y,Y,5.0,4.5,145,3,4.5,4.5,4.5
La Masia Sant Quirze de Safaja,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Quirze Safaja""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,6.0,4.5,154,1,4.5,4.5,
Restaurant Can Tastet,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Feliu de Codines""]",Certificate of Excellence 2018,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, European",Y,N,,4.0,118,1,4.0,3.5,4.0
Mas Fonoll,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Feliu de Codines""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, Barbecue, Spanish",€€-€€€,"Mediterranean, Spanish, Barbecue",Y,N,2.0,4.0,149,69,4.0,4.0,4.0
Tres Tombs,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Feliu de Codines""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, International, Mediterranean, European",€€-€€€,"International, Mediterranean, Spanish, European",N,Y,4.0,4.5,135,2,4.5,4.5,
La Boteria,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Les Franqueses del Valles""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019","Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,"Mediterranean, Spanish",Y,Y,6.0,4.5,101,3,4.5,4.0,
Restaurant Les Tres Alzines,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""La Roca del Valles""]","Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Healthy, Catalan, Grill",Y,Y,6.0,4.0,311,6,4.5,4.0,4.0
Andreu,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""La Roca del Valles""]",,"Mid-range, Mediterranean, Spanish, Deli",€€-€€€,"Spanish, Mediterranean, Deli",N,N,7.0,3.5,147,2,4.0,4.0,3.5
Can Cassoles,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""La Roca del Valles""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Cheap Eats, Mediterranean, Spanish, Catalan",€,"Mediterranean, Spanish, Catalan",Y,Y,6.0,4.0,106,1,4.5,4.5,
Les Llums,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""La Roca del Valles""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017","Mid-range, Mediterranean, Spanish, Catalan",€€-€€€,"Mediterranean, Spanish, Catalan",Y,Y,5.0,4.5,122,5,4.5,4.5,
Masia-restaurant Can Oliver,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Montornes del Valles""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2016","Mid-range, Mediterranean, Spanish, Catalan",€€-€€€,"Mediterranean, Spanish, Catalan",N,N,5.0,4.0,159,1,3.5,3.5,3.5
Can Sala,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Montornes del Valles""]",,"Mid-range, Mediterranean, Spanish",€€-€€€,"Mediterranean, Spanish",N,N,6.0,3.0,151,1,2.5,3.0,3.5
Avi Mingo,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Tiana""]",Certificate of Excellence 2015,"Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,"Mediterranean, Spanish",N,Y,6.0,4.0,104,2,4.5,3.5,4.0
Mas Blanc,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Tiana""]",Certificate of Excellence 2016,"Mid-range, Vegetarian Friendly",€€-€€€,,N,N,6.0,3.5,109,0,4.0,4.0,4.0
Can Roca,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Tiana""]",,"Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,"Mediterranean, Spanish",N,Y,6.0,3.5,101,1,3.5,4.0,
Restaurant Nàutic Garraf,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Garraf""]","Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, European",N,N,7.0,4.0,119,0,4.0,4.0,4.5
La Cúpula Garraf,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Garraf""]","Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014","Mid-range, Seafood, Mediterranean, European",€€-€€€,"Seafood, Mediterranean, European, Spanish, Catalan",N,Y,5.0,4.0,518,21,4.0,4.0,4.5
Chiringuito de Garraf,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Garraf""]",,"Mid-range, Seafood, Mediterranean, European",€€-€€€,"Seafood, Mediterranean, European, Spanish, Catalan",N,Y,4.0,3.5,431,7,4.0,4.0,4.5
Restaurante Hostal la Muntanya,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Castellar de n'Hug""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, Spanish, Catalan",€€-€€€,"Mediterranean, Spanish, Catalan",Y,Y,7.0,4.5,265,1,4.5,4.5,
El Recó De L'Avi,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Guardiola de Bergueda""]","Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Steakhouse, Mediterranean, Barbecue",€€-€€€,"Steakhouse, Mediterranean, Barbecue, Spanish, Grill",N,N,6.0,4.0,134,3,4.0,4.0,
La Brasa,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Guardiola de Bergueda""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Bar, Mediterranean, Spanish",€€-€€€,"Bar, Grill, Mediterranean, Spanish, Pub",N,Y,,4.5,104,71,4.5,4.5,
La Taverna,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Guardiola de Bergueda""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, Spanish, Catalan",€€-€€€,"Mediterranean, Spanish, Catalan",Y,Y,6.0,4.5,194,5,4.5,4.5,
La Fonda Sala,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Olost""]","Michelin 2021 for One Michelin Star: High quality cooking, worth a stop!, Michelin 2021 for Comfortable restaurant","Fine Dining, Mediterranean, Spanish, Vegetarian Friendly",€€€€,"Mediterranean, Spanish",N,N,6.0,4.0,167,5,4.5,4.0,4.0
Restaurante Sol i Vi,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Subirats"", ""Lavern""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, European",Y,Y,,4.0,162,14,4.0,4.0,3.5
Restaurant Fussimanya,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Tavernoles""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012","Mid-range, Mediterranean, Spanish, Catalan",€€-€€€,"Mediterranean, Spanish, Catalan",N,Y,6.0,4.5,636,23,4.5,4.5,4.0
Restaurant El Santuari Gastronomic,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Les Masies de Voltrega""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Steakhouse, Mediterranean, Barbecue",€€-€€€,"Steakhouse, Mediterranean, Barbecue, European, Spanish, Catalan",N,Y,4.0,4.0,233,8,4.5,4.5,4.0
Torre Simon,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Tona""]","Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Comfortable restaurant","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Spanish, Mediterranean, European",Y,Y,6.0,4.5,145,6,4.5,5.0,5.0
Restaurante  La Ferreria,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Tona""]",Certificate of Excellence 2016,"Mid-range, Mediterranean",€€-€€€,Mediterranean,N,N,6.0,4.0,148,3,4.0,4.0,4.0
Hotel Restaurante Can Cuch,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Canoves i Samalus""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016","Fine Dining, Mediterranean, European, Spanish",€€€€,"Mediterranean, Spanish, European",N,Y,7.0,4.5,124,10,4.0,4.0,5.0
Pizzeria 1900,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Canoves i Samalus""]",,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,"Italian, Pizza, Mediterranean, Spanish",N,N,7.0,3.0,196,2,3.5,3.0,4.0
Can Rin,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cabrils""]","Travellers' Choice, Certificate of Excellence 2020","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,7.0,4.0,284,11,4.0,3.5,4.0
La Pizzeria de l'Hort,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cabrils""]",Certificate of Excellence 2019,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,"Italian, Pizza, Mediterranean, European",Y,Y,7.0,4.0,224,6,3.5,3.5,3.0
Axol,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cabrils""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014","Fine Dining, Mediterranean, European, Spanish",€€€€,"Mediterranean, Spanish, European",Y,Y,,4.5,369,11,4.5,4.5,4.5
Hostal de la Plaça,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cabrils""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2013","Fine Dining, Mediterranean, European, Spanish",€€€€,"Mediterranean, Spanish, Catalan, European",Y,Y,6.0,4.5,408,22,4.5,4.5,4.5
Xeflis,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cabrils""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,"Mediterranean, Spanish",N,Y,5.0,4.0,155,4,4.0,4.0,3.5
